"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"2063","VDR","LowEvidence","biallelic",NA
"2064","VIP","LowEvidence","monoallelic",NA
"2065","VPS35","LowEvidence","monoallelic",NA
"2066","WDFY3","LowEvidence","monoallelic_not_imprinted",NA
"2067","WDR11","LowEvidence","monoallelic_not_imprinted",NA
"2068","WDR13","LowEvidence","xlinked_monoallelic",NA
"2069","WDR60","LowEvidence","biallelic",NA
"2070","WFS1","LowEvidence",NA,NA
"2071","WNK3","LowEvidence","xlinked_monoallelic",NA
"2072","WNT4","LowEvidence","monoallelic_and_biallelic",NA
"2073","WNT5A","LowEvidence","monoallelic","Other - please provide details in the comments "
"2074","WRN","LowEvidence",NA,NA
"2075","WT1","LowEvidence","monoallelic",NA
"2076","WWC3","LowEvidence","xlinked_monoallelic",NA
"2077","XIAP","LowEvidence","xlinked_monoallelic",NA
"2078","XIST","LowEvidence",NA,NA
"2079","XK","LowEvidence","xlinked_monoallelic",NA
"2080","XKRX","LowEvidence","xlinked_monoallelic",NA
"2081","XPNPEP3","LowEvidence","biallelic",NA
"2082","YAP1","LowEvidence","monoallelic_not_imprinted",NA
"2083","ZBTB16","LowEvidence","biallelic",NA
"2084","ZBTB40","LowEvidence","biallelic",NA
"2085","ZCCHC12","LowEvidence","xlinked_monoallelic",NA
"2086","ZCCHC8","LowEvidence","biallelic",NA
"2087","ZDHHC15","LowEvidence","xlinked_monoallelic",NA
"2088","ZFHX4","LowEvidence",NA,NA
"2089","ZFX","LowEvidence","xlinked_monoallelic",NA
"2090","ZMYM3","LowEvidence","xlinked_monoallelic",NA
"2091","ZMYM6","LowEvidence","monoallelic_not_imprinted",NA
"2092","ZMYND12","LowEvidence",NA,NA
"2093","ZNF41","LowEvidence","xlinked_biallelic",NA
"2094","ZNF425","LowEvidence",NA,NA
"2095","ZNF526","LowEvidence","biallelic",NA
"2096","ZNF592","LowEvidence",NA,NA
"2097","ZNF599","LowEvidence","monoallelic",NA
"2098","ZNF674","LowEvidence","xlinked_biallelic",NA
"2099","ZNF713","LowEvidence","monoallelic_not_imprinted",NA
"2100","ZNF81","LowEvidence","xlinked_biallelic",NA
"2101","ADPRHL2","NoList","biallelic",NA
"2102","ASNS","NoList","biallelic",NA
"2103","BCL11B","NoList","monoallelic",NA
"2104","GABRB2","NoList","monoallelic",NA
"2105","GPT2","NoList","biallelic",NA
"2106","GTPBP2","NoList","biallelic",NA
"2107","IRF2BPL","NoList","monoallelic",NA
"2108","ITCH","NoList","unknown",NA
"2109","LNPK","NoList","biallelic",NA
"2110","RORA","NoList","monoallelic",NA
"2111","TBC1D7","NoList","biallelic",NA
